"LOG_ID","START_TIME","SCENARIO","RUN","NO_OF_CALLS","STMT","START_DB_TIME","START_SESSION_UGA_MEMORY_MAX","START_SESSION_PGA_MEMORY_MAX","START_MLE_TOTAL_MEMORY_IN_USE","START_JAVA_SESSION_HEAP_USED_SIZE_MAX","END_TIME","END_DB_TIME","END_SESSION_UGA_MEMORY_MAX","END_SESSION_PGA_MEMORY_MAX","END_MLE_TOTAL_MEMORY_IN_USE","END_JAVA_SESSION_HEAP_USED_SIZE_MAX","ERROR"
234,14.08.2024 09:03:02.923049000,"warm_start plsql",1,1,"declare l_result integer; begin l_result := to_epoch_plsql(timestamp '2023-11-18 00:00:00'); end;",3,594784,2234720,0,0,14.08.2024 09:03:02.927750000,3,660264,2300256,0,0,""
235,14.08.2024 09:03:08.177285000,"warm_start plsql",2,1,"declare l_result integer; begin l_result := to_epoch_plsql(timestamp '2023-11-18 00:00:00'); end;",1,594784,2234720,0,0,14.08.2024 09:03:08.180024000,1,660264,2300256,0,0,""
236,14.08.2024 09:03:13.428545000,"warm_start plsql",3,1,"declare l_result integer; begin l_result := to_epoch_plsql(timestamp '2023-11-18 00:00:00'); end;",3,594784,2234720,0,0,14.08.2024 09:03:13.431831000,3,660264,2300256,0,0,""
237,14.08.2024 09:03:18.800269000,"warm_start plsql",4,1,"declare l_result integer; begin l_result := to_epoch_plsql(timestamp '2023-11-18 00:00:00'); end;",2,594784,2234720,0,0,14.08.2024 09:03:18.802977000,2,660264,2300256,0,0,""
238,14.08.2024 09:03:24.060137000,"warm_start plsql",5,1,"declare l_result integer; begin l_result := to_epoch_plsql(timestamp '2023-11-18 00:00:00'); end;",2,594784,2234720,0,0,14.08.2024 09:03:24.063265000,2,660264,2300256,0,0,""
239,14.08.2024 09:03:29.862129000,"warm_start java",1,1,"declare l_result integer; begin l_result := to_epoch_java(timestamp '2023-11-18 00:00:00'); end;",3,594784,2234720,0,0,14.08.2024 09:03:30.198207000,3,791248,15997280,0,991232,""
240,14.08.2024 09:03:35.830006000,"warm_start java",2,1,"declare l_result integer; begin l_result := to_epoch_java(timestamp '2023-11-18 00:00:00'); end;",2,594784,2234720,0,0,14.08.2024 09:03:36.421266000,2,791248,15931744,0,991232,""
241,14.08.2024 09:03:42.413155000,"warm_start java",3,1,"declare l_result integer; begin l_result := to_epoch_java(timestamp '2023-11-18 00:00:00'); end;",1,594784,2234720,0,0,14.08.2024 09:03:42.942702000,1,791248,15931744,0,991232,""
242,14.08.2024 09:03:48.889938000,"warm_start java",4,1,"declare l_result integer; begin l_result := to_epoch_java(timestamp '2023-11-18 00:00:00'); end;",3,594784,2234720,0,0,14.08.2024 09:03:49.418565000,3,791248,15931744,0,991232,""
243,14.08.2024 09:03:55.459788000,"warm_start java",5,1,"declare l_result integer; begin l_result := to_epoch_java(timestamp '2023-11-18 00:00:00'); end;",2,594784,2234720,0,0,14.08.2024 09:03:55.981649000,2,791248,15931744,0,991232,""
244,14.08.2024 09:04:02.519850000,"warm_start djs",1,1,"declare l_result integer; begin l_result := to_epoch_djs(timestamp '2023-11-18 00:00:00'); end;",4,594784,2234720,0,0,14.08.2024 09:04:02.571947000,4,1431960,18377056,29970316,0,""
245,14.08.2024 09:04:10.266999000,"warm_start djs",2,1,"declare l_result integer; begin l_result := to_epoch_djs(timestamp '2023-11-18 00:00:00'); end;",3,594784,2234720,0,0,14.08.2024 09:04:10.347168000,3,1431960,18377056,29970316,0,""
246,14.08.2024 09:04:17.680023000,"warm_start djs",3,1,"declare l_result integer; begin l_result := to_epoch_djs(timestamp '2023-11-18 00:00:00'); end;",2,594784,2234720,0,0,14.08.2024 09:04:17.759438000,2,1431960,18377056,29970316,0,""
247,14.08.2024 09:04:25.130758000,"warm_start djs",4,1,"declare l_result integer; begin l_result := to_epoch_djs(timestamp '2023-11-18 00:00:00'); end;",4,594784,2234720,0,0,14.08.2024 09:04:25.200041000,4,1431960,18377056,29970316,0,""
248,14.08.2024 09:04:32.681616000,"warm_start djs",5,1,"declare l_result integer; begin l_result := to_epoch_djs(timestamp '2023-11-18 00:00:00'); end;",2,594784,2234720,0,0,14.08.2024 09:04:32.759416000,2,1431960,18377056,29970316,0,""
249,14.08.2024 09:04:40.111674000,"warm_start js",1,1,"declare l_result integer; begin l_result := to_epoch_js(timestamp '2023-11-18 00:00:00'); end;",2,594784,2234720,0,0,14.08.2024 09:04:40.186155000,2,1431960,18442592,29052812,0,""
250,14.08.2024 09:04:47.686646000,"warm_start js",2,1,"declare l_result integer; begin l_result := to_epoch_js(timestamp '2023-11-18 00:00:00'); end;",2,594784,2234720,0,0,14.08.2024 09:04:47.755276000,2,1431960,18377056,29052812,0,""
251,14.08.2024 09:04:55.207411000,"warm_start js",3,1,"declare l_result integer; begin l_result := to_epoch_js(timestamp '2023-11-18 00:00:00'); end;",2,594784,2234720,0,0,14.08.2024 09:04:55.251578000,2,1431960,18377056,29052812,0,""
252,14.08.2024 09:05:02.667423000,"warm_start js",4,1,"declare l_result integer; begin l_result := to_epoch_js(timestamp '2023-11-18 00:00:00'); end;",1,594784,2234720,0,0,14.08.2024 09:05:02.718720000,1,1431960,18377056,29052812,0,""
253,14.08.2024 09:05:10.146000000,"warm_start js",5,1,"declare l_result integer; begin l_result := to_epoch_js(timestamp '2023-11-18 00:00:00'); end;",1,594784,2234720,0,0,14.08.2024 09:05:10.194671000,1,1431960,18377056,29052812,0,""
