"LOG_ID","START_TIME","SCENARIO","RUN","NO_OF_CALLS","STMT","START_DB_TIME","START_SESSION_UGA_MEMORY_MAX","START_SESSION_PGA_MEMORY_MAX","START_MLE_TOTAL_MEMORY_IN_USE","START_JAVA_SESSION_HEAP_USED_SIZE_MAX","END_TIME","END_DB_TIME","END_SESSION_UGA_MEMORY_MAX","END_SESSION_PGA_MEMORY_MAX","END_MLE_TOTAL_MEMORY_IN_USE","END_JAVA_SESSION_HEAP_USED_SIZE_MAX","ERROR"
254,14.08.2024 09:10:33.179139000,"cold_start plsql",1,1,"declare l_result integer; begin l_result := to_epoch_plsql(timestamp '2023-11-18 00:00:00'); end;",14,2799472,6691168,0,0,14.08.2024 09:10:33.198485000,14,2799472,6691168,0,0,""
255,14.08.2024 09:10:44.903329000,"cold_start plsql",2,1,"declare l_result integer; begin l_result := to_epoch_plsql(timestamp '2023-11-18 00:00:00'); end;",20,2799472,6674104,0,0,14.08.2024 09:10:44.934659000,20,2799472,6674104,0,0,""
256,14.08.2024 09:10:58.133774000,"cold_start plsql",3,1,"declare l_result integer; begin l_result := to_epoch_plsql(timestamp '2023-11-18 00:00:00'); end;",21,2804656,6674104,0,0,14.08.2024 09:10:58.193665000,21,2804656,6674104,0,0,""
257,14.08.2024 09:11:09.686253000,"cold_start plsql",4,1,"declare l_result integer; begin l_result := to_epoch_plsql(timestamp '2023-11-18 00:00:00'); end;",20,2799472,6674104,0,0,14.08.2024 09:11:09.729674000,20,2799472,6674104,0,0,""
258,14.08.2024 09:11:21.306986000,"cold_start plsql",5,1,"declare l_result integer; begin l_result := to_epoch_plsql(timestamp '2023-11-18 00:00:00'); end;",15,2804656,6691168,0,0,14.08.2024 09:11:21.330812000,15,2804656,6691168,0,0,""
259,14.08.2024 09:11:33.153776000,"cold_start java",1,1,"declare l_result integer; begin l_result := to_epoch_java(timestamp '2023-11-18 00:00:00'); end;",12,2799424,6691168,0,0,14.08.2024 09:11:43.764323000,12,3275176,27924832,0,1699840,""
260,14.08.2024 09:11:58.545545000,"cold_start java",2,1,"declare l_result integer; begin l_result := to_epoch_java(timestamp '2023-11-18 00:00:00'); end;",17,2799472,6674104,0,0,14.08.2024 09:12:09.231111000,17,3280408,28563128,0,1699840,""
261,14.08.2024 09:12:23.976874000,"cold_start java",3,1,"declare l_result integer; begin l_result := to_epoch_java(timestamp '2023-11-18 00:00:00'); end;",27,2799472,6691168,0,0,14.08.2024 09:12:34.816506000,27,3275200,27597152,0,1699840,""
262,14.08.2024 09:12:50.856794000,"cold_start java",4,1,"declare l_result integer; begin l_result := to_epoch_java(timestamp '2023-11-18 00:00:00'); end;",23,2799472,6691168,0,0,14.08.2024 09:13:01.232065000,23,3280408,28514656,0,1699840,""
263,14.08.2024 09:13:16.757854000,"cold_start java",5,1,"declare l_result integer; begin l_result := to_epoch_java(timestamp '2023-11-18 00:00:00'); end;",20,2799424,6674104,0,0,14.08.2024 09:13:27.260112000,20,3271304,27842232,0,1699840,""
264,14.08.2024 09:13:42.904133000,"cold_start djs",1,1,"declare l_result integer; begin l_result := to_epoch_djs(timestamp '2023-11-18 00:00:00'); end;",21,2799472,6674104,0,0,14.08.2024 09:13:43.298856000,21,2799472,20195000,29970316,0,""
265,14.08.2024 09:13:55.612069000,"cold_start djs",2,1,"declare l_result integer; begin l_result := to_epoch_djs(timestamp '2023-11-18 00:00:00'); end;",24,2799472,6691168,0,0,14.08.2024 09:13:55.897939000,24,2799472,20277600,29970316,0,""
266,14.08.2024 09:14:08.990335000,"cold_start djs",3,1,"declare l_result integer; begin l_result := to_epoch_djs(timestamp '2023-11-18 00:00:00'); end;",23,2799472,6674104,0,0,14.08.2024 09:14:09.283330000,23,2799472,20260536,29970316,0,""
267,14.08.2024 09:14:22.417804000,"cold_start djs",4,1,"declare l_result integer; begin l_result := to_epoch_djs(timestamp '2023-11-18 00:00:00'); end;",20,2799472,6691168,0,0,14.08.2024 09:14:22.699306000,20,2799472,20212064,29970316,0,""
268,14.08.2024 09:14:36.247536000,"cold_start djs",5,1,"declare l_result integer; begin l_result := to_epoch_djs(timestamp '2023-11-18 00:00:00'); end;",21,2799472,6691168,0,0,14.08.2024 09:14:36.521328000,21,2799472,20212064,29970316,0,""
269,14.08.2024 09:14:49.735591000,"cold_start js",1,1,"declare l_result integer; begin l_result := to_epoch_js(timestamp '2023-11-18 00:00:00'); end;",29,2799472,6691168,0,0,14.08.2024 09:14:49.976412000,29,2864952,20277600,29052812,0,""
270,14.08.2024 09:15:02.582519000,"cold_start js",2,1,"declare l_result integer; begin l_result := to_epoch_js(timestamp '2023-11-18 00:00:00'); end;",20,2799472,6674104,0,0,14.08.2024 09:15:02.993159000,20,2864952,20260536,29052812,0,""
271,14.08.2024 09:15:15.363593000,"cold_start js",3,1,"declare l_result integer; begin l_result := to_epoch_js(timestamp '2023-11-18 00:00:00'); end;",18,2799472,6674104,0,0,14.08.2024 09:15:15.736269000,18,2864952,20260536,29052812,0,""
272,14.08.2024 09:15:27.824530000,"cold_start js",4,1,"declare l_result integer; begin l_result := to_epoch_js(timestamp '2023-11-18 00:00:00'); end;",18,2799472,6691168,0,0,14.08.2024 09:15:28.229165000,18,2864952,20277600,29052812,0,""
273,14.08.2024 09:15:40.623755000,"cold_start js",5,1,"declare l_result integer; begin l_result := to_epoch_js(timestamp '2023-11-18 00:00:00'); end;",20,2799424,6691168,0,0,14.08.2024 09:15:40.931011000,20,2861032,20343136,29052812,0,""
